Genes,CTRL_IgG_1,CTRL_IgG_2,TERT_IR_1,TERT_IR_2
RPS25,4.986667396,5.004242777,6.056342157,5.982587428
POLR2A,1.455650425,1.552344769,4.059439113,3.726554481
GADD45GIP1,1.426425328,1.597917664,4.313785995,3.954922122
ERH,4.365972701,4.202971752,5.085473233,4.968767868
MPP5,2.031734326,2.330997625,3.605799776,3.524012127
FBL,3.21375422,3.529609015,4.905856515,4.876406763
NCL,1.394737406,3.135731863,5.513177624,5.474661871
SLC25A11,3.197846899,2.998654394,5.210523653,5.070709129
CAD,2.118279335,2.857691969,4.646424587,4.437773173
GNAO1,4.011150944,2.788504438,3.787847623,3.763405075
DNAJC21,1.759513357,1.674809933,2.190335212,3.375506471
SAP18,1.573938075,2.431810709,4.755198332,4.524035749
ARG1,3.220865698,2.5886254,1.136833666,1.389193211
NOM1,1.280244857,1.515423565,3.952867752,3.704222284
KIF5B,1.315346148,1.480189295,3.441786212,3.277520984
YLPM1,1.718449841,1.242082468,3.625993373,3.297945682
SDCBP,2.237306222,2.771093616,4.657050709,4.398013066
PCBP2,1.40331728,3.28186571,4.984905042,5.024964302
GTF3C2,1.193852967,1.462399074,4.094677423,4.077422836
ACLY,1.664927208,2.174526481,4.085130077,4.015487555
GNA13,3.647684036,4.12467884,5.139988063,4.986778291
TFB1M,1.946138965,1.251133986,3.940166642,3.922766506
SFPQ,2.984969535,3.183993989,5.232788716,5.111249997
ZC3H8,1.342436424,1.535702078,3.370835168,3.332019968
ATP5F1C,2.836694516,3.523354882,5.334392379,5.111765631
ZNF638,1.826610484,1.265420755,2.968788469,2.886550171
ZNF574,1.311969647,1.239901179,3.549357817,3.643986668
NUP153,1.348313585,1.235297897,3.845064321,3.581546728
SPICE1,1.667568908,1.239717055,2.951099089,2.7644577
PTBP1,3.175396507,2.794273825,5.094420244,5.100135443
REPIN1,1.421090904,1.417036224,3.51458309,3.637487914
SPECC1,1.641008774,2.712568592,3.852631304,3.75480777
RUVBL1,3.30379549,3.104810662,5.530717363,5.454975254
ATP6V1A,2.498074945,2.616931787,3.723135686,3.514944574
GNAQ,3.099233029,2.995272917,4.098474588,3.884218034
RPS5,3.27731389,3.67929229,5.331669956,5.196335999
PIK3R2,1.275576467,2.33087012,3.77614139,3.556984979
MRPL37,1.543433012,1.590130957,3.876630713,3.893004133
PSMB4,3.205840917,3.23071214,4.958120715,4.79471671
NOL9,0.874155281,1.28576873,4.388047504,3.945623965
ARPC4,4.517380075,4.200879156,5.462050305,5.371146039
MPHOSPH10,1.542006655,1.098280661,3.732874424,3.510725356
MRPS31,1.672654614,1.198320307,3.78411435,3.697600278
AMOTL1,2.328885293,1.651653234,3.608956051,3.573744206
STAU2,1.383460776,1.87371183,4.892267405,4.663348498
NIFK,2.425387785,2.641399434,4.753941443,4.579340818
EEPD1,1.391900545,2.069884664,3.550279079,3.287180644
CSNK2A2,1.611218226,1.467951232,3.588882711,3.269000527
ESF1,1.089700932,1.341643913,3.04995826,2.364912134
MRPS35,1.397721347,1.410954222,4.874831661,4.626006988
NOP2,1.393566629,2.329768292,4.369219101,4.315051919
NAP1L4,2.691748867,3.139396816,5.045639505,5.060808331
AQR,1.523106472,1.195290491,1.706045045,2.402182861
EMD,3.513693989,3.743285766,5.367953898,5.29350567
NSUN2,1.333389795,3.34563894,4.185846698,4.18220474
LRCH1,1.866819298,1.453197553,1.674741945,1.271033937
GTPBP1,1.266483938,1.511192299,4.015947226,4.090228297
TRA2B,1.300415889,1.686252413,4.724688742,4.473282712
SLC25A13,1.659208035,2.063303254,4.781841052,4.608586601
TOP2A,1.674478669,2.452914046,4.61549604,4.338970432
TRIM41,1.069020365,1.689321246,1.538978465,2.332361841
RANBP2,1.51192168,1.676486893,3.712476972,3.537817084
CWC22,1.587940677,1.723854308,1.492944705,2.603729806
DDX28,1.682724542,1.428347074,4.474396465,4.348965092
HERC5,1.256853889,2.166301844,2.478562098,2.723002434
RALY,2.621094092,3.235150642,4.747823382,4.721237717
ABT1,1.127914679,1.764957972,3.697684391,3.233527476
BRD2,2.08369329,1.563952497,1.517302403,1.969681433
PLCD3,1.458158746,1.999576987,3.010353686,2.774930804
EIF3B,1.557365653,1.117069864,3.905016542,3.858523879
PRMT5,1.70394859,1.692370675,4.924531368,4.767007705
CHMP4B,2.626895335,2.620479771,2.974785259,1.576916441
MYADM,3.132580385,1.790665965,4.128873576,4.873089324
EIF6,2.743667693,1.79955408,4.901648844,4.448655427
LMNB2,1.348947549,2.358030005,1.658259428,1.640752069
PPP1R12C,1.633557081,1.914715797,3.578805049,3.310588331
EFCAB7,1.446739029,1.891200714,1.795371219,3.059816222
ZNF512,1.644427367,1.229779801,4.393326623,4.303681778
CRNKL1,1.452923809,1.662716009,2.271484733,1.099521868
UPF1,2.036732982,2.613570179,5.260398938,5.120145284
DKC1,2.064489903,3.157846383,4.563420391,4.387633747
HADHB,4.056407664,3.948813456,5.393753151,5.336312818
NOP58,1.344572377,3.087395774,4.666103662,4.479258229
COPG1,1.483098624,1.287725076,3.916630778,3.847137663
FYTTD1,1.762634081,1.794076979,2.547054167,3.588321321
CDK4,1.881884329,1.171311587,4.798810947,3.6372293
U2AF2,3.351911153,1.360262883,5.058446661,5.002728714
GRWD1,2.090404289,1.870810793,4.684734423,4.619171573
RPF2,1.636905757,1.769219821,3.484485444,3.28450621
MYO15A,3.142000973,3.264861819,4.578845,4.466882875
XAB2,1.709500299,1.737729355,2.639964342,2.884494624
ATP1A1,1.74695967,2.460354329,4.539948003,4.355319436
PSMD2,2.025493893,1.946333019,4.490206257,4.430249067
PNP,2.304565847,2.204755923,1.613489227,2.036487612
PCMT1,3.89176096,3.289601011,4.539534617,4.538816926
GNG12,4.519456444,3.855238954,5.150677587,5.049894239
VCP,2.776173905,2.983731723,4.610046135,4.452652177
CCT8,3.474650747,3.310968813,4.896698086,4.631635811
BOP1,1.438207944,1.305500611,4.425571013,4.224469482
CKAP2,1.828798526,1.79310748,4.032786641,4.036724386
BRIX1,1.261124187,1.877896076,4.469763824,4.355345918
CCT4,3.453449644,3.3401918,4.665295338,4.542456856
GNAS,4.01453161,3.337047833,4.451541428,4.34867764
RPA1,2.215316728,2.781515849,3.169226339,2.75884896
LIN7C,1.630489178,2.262495776,4.230928586,3.98415788
GTF2I,2.2845286,2.879616527,4.159950387,4.035250807
ANKRD40,2.062221459,1.099198563,1.680017651,1.284178286
CDCA8,1.995259883,1.347482854,1.628175929,3.853638121
RPL12,4.179505731,4.080739042,5.543552649,5.397232423
ELAVL1,3.241533377,3.5987794,5.506013076,5.39273858
PI4KA,1.210601453,1.259771307,3.606053172,2.939116427
AIFM1,1.317093037,2.646722041,5.033901147,4.872328888
GTF3C3,1.51912566,2.438812709,4.277914069,4.270614849
LMNA,1.631190496,2.135333862,1.624663918,3.409793807
TRAP1,3.344289349,3.601605227,5.02622491,4.935921923
CEP170,1.582956633,1.303723735,3.73407288,3.518583251
SPTBN2,1.68903753,2.307843763,4.196421624,3.936496698
CHMP1A,1.675101549,2.397533163,3.946302701,3.898100476
PCBP1,2.60666492,3.155930449,4.744297571,4.66123498
GNL3L,2.060031861,1.257747276,4.487503072,4.360710804
TBL3,1.27949433,1.886179761,3.940377968,3.492615015
DDX31,1.712976053,1.480250983,2.422051582,3.200376115
ZDHHC5,2.286761869,2.362046229,3.570945126,3.441222142
GJA1,1.694933942,1.854880133,3.111201752,3.032345521
TENT4B,1.712505995,1.741172052,1.356297958,2.19800243
HSP90B1,2.401796985,2.52740046,3.898797108,3.965355545
SPEN,1.385738833,1.125275673,2.703149138,2.550202749
DYNC1H1,1.618355937,2.371149155,4.121667272,3.930457252
ACTN2,2.146166864,0.763981461,3.438279366,3.300734618
PHGDH,3.405665849,3.584223577,5.126995193,4.963933078
KPNA5,1.286441034,1.568567113,1.421656751,0.92317323
HNRNPR,1.589585124,2.275528641,5.077161626,4.980362797
TRIP12,1.761697165,1.425690186,3.605963164,3.153739765
MTA2,1.660583498,1.384363632,2.805268741,3.115421592
SERPINB3,2.287071959,1.758072934,1.79082034,1.819254319
MCM10,1.468858928,1.553156283,3.913736301,3.561444184
SUPT6H,1.4867367,1.439756893,1.354033881,1.148664988
SLTM,1.825663044,2.17936819,3.205637967,2.992212439
PDHA1,1.08707428,2.015777505,3.088905637,3.036555928
SUGP2,1.131830005,1.558995591,3.993345346,3.741832912
KPNA6,1.591452608,1.33274742,3.676017787,3.039798431
MRPS15,1.477920667,1.405504315,4.533006098,4.080689066
MFGE8,2.620848556,3.05480418,4.503005665,4.39827579
VDAC2,2.534689644,2.660135534,4.730609057,4.572926599
EWSR1,1.544351443,1.394761066,4.487703926,4.487796327
RCC2,1.804927657,1.727180383,4.040323475,3.848028441
MCM5,1.155652915,1.451836864,3.805170012,3.532149563
NEFL,2.071430482,3.031399865,3.868034195,3.654422781
RUVBL2,3.064606227,2.969236851,5.423001341,5.261303138
TAF5,1.492790046,1.58107951,2.020556821,1.344943727
SON,1.648422889,1.576398963,3.693677718,3.57081025
MRE11,2.573271125,3.327852259,4.053310438,3.8866473
RPL23,4.651613931,4.131055841,5.199975635,5.413644143
VPS35,1.465165835,1.738252328,3.657656795,3.511654047
DHX8,1.31807039,1.664172839,3.194989467,2.492492061
SEC16A,1.189619887,2.592362018,4.152215161,4.017543027
TADA2B,2.956260841,3.336182648,1.453979347,2.528057767
PACSIN3,2.760084038,2.667706231,4.188734686,3.838047355
COPB2,1.701168696,2.065835683,4.010111588,3.898168308
TDRD3,1.352321953,1.378611036,4.10517773,3.76116894
RPS15,3.676097929,3.078527868,5.331638618,5.172393753
NCOA5,1.986932524,0.810799676,1.025126712,2.202561086
TMOD2,2.983287445,3.312110289,4.314987026,4.419199241
GAS2L3,1.624836266,1.877862782,3.846210771,3.608117706
ZNF622,1.025285185,1.671526197,3.655566275,3.619982237
CCDC137,1.384259069,1.27195594,4.415640064,4.425111931
FLG,1.905056389,1.226270316,1.763462627,1.489977861
PWP1,1.282510112,1.272977733,3.646452407,1.315997987
MARS,2.079436448,2.940223709,4.603156217,4.560911612
TJP2,0.914335739,2.23652164,3.75809138,3.317683186
YTHDC2,1.859708817,1.597340481,4.251552973,3.827299834
DVL2,1.544673569,1.423178648,3.899789602,3.519331519
KRI1,1.220638003,1.440044075,3.201405753,3.097948901
RACGAP1,1.345136276,1.689174582,3.981758575,3.996000444
CHD2,1.578847994,1.24554308,1.528272749,1.676423364
DDX52,1.304406939,1.21311377,4.634493755,4.418458045
ZNF768,1.686833372,1.700577309,4.057335579,4.056389225
KRT23,1.432206855,1.460213517,1.213979025,2.032783614
HNRNPH3,1.441739902,1.664677974,4.866777447,4.715064092
GANAB,1.946322001,2.294952501,4.194817859,4.126648735
CASK,1.461574962,1.11343292,2.96661592,2.960328543
MRPL39,1.625525717,1.316534772,3.919755134,3.889799358
NOP16,1.731345789,1.359282567,4.820359854,4.131645114
SLC25A3,3.266851939,3.423276331,5.246718936,5.12965638
GZF1,1.841795967,1.184255117,1.578885492,1.258338807
DNAJC13,1.323441825,1.222050025,3.039924589,2.46487708
BYSL,2.128936052,1.524454143,4.580602535,4.527900257
DCD,2.597597728,3.270107415,1.460475397,1.847878991
AP1B1,1.771383968,1.470076189,2.546930218,2.60236831
ARHGAP22,1.00218462,2.258786222,3.323407665,3.243951723
EPRS,2.27443688,2.696321556,4.550656716,4.227890229
SRSF2,2.644918871,2.480049732,5.408507758,5.232366321
SRSF12,1.727303168,1.102325481,1.314513585,1.414545466
WDR46,1.811691762,1.369829151,1.566174885,2.732670698
ULBP2,2.583538224,3.024362929,3.687611678,3.888016056
EXOSC4,2.930265435,2.281092593,4.918166404,4.798956278
ATP6V0A1,2.167537865,1.485212726,3.415755281,3.150552357
RRAS2,3.213009715,3.188604828,4.608336434,4.384284882
TSR1,1.636493668,1.765271336,4.30174011,4.103765108
COPB1,1.493431601,0.943799958,4.073291457,3.917986317
AP3B1,1.400159316,1.27706593,2.386720024,2.850300067
BUD13,1.126067652,1.045536858,3.253836636,3.093183681
SF1,2.231340814,2.703213492,4.028105822,4.033607902
AGO2,1.564995341,2.471985732,4.201552726,4.092469539
CDSN,3.063086222,2.763210433,1.40539887,1.09271932
BLMH,2.478487833,2.389410352,3.115198792,3.282620833
CAT,1.722261685,2.343269679,1.009520524,1.397499613
URB1,1.088033508,1.383119638,1.342670005,2.395026501
BUD23,1.615900449,1.146304499,3.418386622,1.273598523
SART3,1.393790236,1.847178169,3.353748383,2.552801535
NEURL4,2.0318494,1.959552657,2.759521927,1.729633887
HBS1L,1.831841448,1.317706334,3.663976907,3.550772654
NF2,1.986040969,2.575040437,3.417082209,3.553209723
NUP155,1.665524123,1.555430465,3.232721377,3.1539532
EXD2,1.486080281,1.550714108,3.335935026,3.137033329
ZFR,1.595479221,1.462734513,3.736675745,3.528801338
WDR36,1.632154931,1.753053864,3.76913881,3.311666847
BBX,1.308445505,1.298766089,3.467465211,3.27501346
RPL7L1,1.371666402,1.038539137,4.379471271,4.050535154
DOCK6,1.615813081,1.453819899,2.598833941,2.045446064
IPO7,1.766403896,1.752560031,4.925687314,4.801713612
ATXN2L,2.950833495,3.044571762,5.080773851,5.074817565
RBM6,1.010019806,1.860200817,3.79747628,3.155327198
AKAP8L,1.420653838,1.423052685,4.444543434,4.332422313
TP53BP2,1.772147648,2.066550217,1.777181056,1.376989014
RRS1,1.792817068,1.697479907,3.03823152,1.470603493
TFIP11,0.997797697,1.281589229,3.489241656,3.088350194
HDGFL2,1.377567825,1.626802459,1.439785071,1.383683515
GPC4,2.679194951,3.15753607,4.318735098,4.099483057
RIOK2,1.754498997,1.713275298,4.264605083,4.226447082
HNRNPDL,1.90743808,1.410764978,4.526274749,4.463539716
GPRIN1,2.020866648,1.352361747,1.495419554,1.470556834
LARP7,2.090965509,1.116859219,3.519378293,3.404830595
CDK5RAP2,1.23565336,1.704749977,1.538103298,1.391054185
NFKBIL1,1.495982572,2.400120704,3.098313595,2.705477858
KIF3A,1.387811137,1.371027806,2.60340123,2.511078377
PLD2,1.771384852,1.374048867,3.393071269,3.257924449
AHNAK,1.697678049,1.094004166,3.373414419,2.906580225
SPATA5L1,2.264539258,1.483149641,3.473187988,3.692660019
LRCH2,1.944066856,1.582804912,3.733358623,3.694257077
ASNS,2.663890704,1.137794326,4.349877297,4.269908111
SYNCRIP,1.273689833,2.432144003,5.140484209,4.988917294
LCN1,3.371880311,3.513391479,1.20483319,1.609490765
ATP5PO,3.49115289,3.752006772,4.65208641,4.533656111
LSR,1.626822862,2.199959555,3.625127838,2.965282253
EEF1D,2.901344289,3.090107298,4.228787389,4.15866192
GTF3C5,1.779096595,1.751061232,4.305368511,4.061722767
FAM120A,1.122193302,1.795774894,4.534117283,4.412841735
PPHLN1,1.51868682,1.60941954,1.922543069,1.513203619
LARS,1.5594138,1.716528193,4.059462746,3.803034343
FLNC,1.900150057,1.207015302,2.819206477,2.321567156
TLR4,1.450377926,1.732002199,0.899645588,1.777355343
DNAJA1,2.652429569,2.615118483,5.413664924,5.350318
ATP6V1B2,2.958576924,2.180973509,4.069634688,3.801691098
SERPINB12,2.556092146,1.185835023,1.590108658,1.45633098
TP53,3.540094303,3.397870718,4.884293127,4.603100154
MRPS28,1.703169448,1.402869706,4.730190678,4.303051986
FARP1,1.743169848,2.155274468,3.50023404,3.519554273
FBF1,1.584120336,1.786021188,4.482499886,4.264366939
NOB1,1.953344473,1.543161391,4.864402009,4.863840815
PIP5K1A,1.425323367,1.373031669,3.534662415,3.374916565
WDR55,1.693699317,1.821536112,1.727459951,1.515846342
EIF3A,1.476369662,2.185793421,4.266895641,3.988451936
NUP93,1.525290117,1.941719615,4.259074725,4.156980837
RBBP6,1.91467701,2.259982888,3.939335418,3.549406795
NUP133,1.356347634,1.344207451,3.94577537,3.738677483
RPF1,1.902807427,1.228956999,1.487009436,1.718533612
ATP2A2,1.160550094,1.664832829,3.940000261,3.815729754
RRP15,2.24796164,2.593283244,4.271078455,4.115766181
H2AFY2,1.530058051,1.002019581,1.854435697,1.696284806
GRSF1,1.835213261,1.759466943,4.295333247,4.214113968
SLIT2,2.119904963,3.281646066,3.709079193,3.061455892
HTATSF1,1.468099278,1.824346432,2.591457935,1.452122102
CCT6A,3.345476628,2.840352643,4.759072561,4.665581194
SRRT,1.513970442,1.463179805,3.336643986,3.226970761
MRPS11,1.522958976,1.03201107,4.445888828,4.119905248
MRPL24,0.945351671,1.09271918,4.528995679,4.316364181
SSH1,1.780572023,1.411168773,3.343208946,3.005947988
NCCRP1,2.608597243,1.603738567,1.467955202,1.640415805
KNOP1,1.344373765,1.291669491,3.71338925,3.351884721
SRM,2.336638887,2.632506573,4.355880748,4.283078749
CFL1,4.001625445,3.854453918,4.894485916,4.774101251
SPATS2,1.244006422,1.040051398,3.658187563,3.595518056
MRPL44,1.633227579,1.397708079,4.125237209,4.041713359
TMA16,1.850223988,1.478840645,4.441841415,4.429212715
NOL10,1.722818696,1.551498848,2.460838474,1.730648644
ZC3H3,1.929524852,1.655394484,1.43891105,1.553766391
DIMT1,1.093542354,2.577935282,5.196511363,4.431103788
CAPRIN1,2.699275312,3.041736962,5.112810158,5.060096391
RPL22,4.111918331,3.936176612,4.791805878,5.072636492
MRPL13,1.382948098,1.588842135,4.376120445,4.15146145
TUT7,1.800946267,1.912095523,3.144181975,2.726001326
MRPL3,1.403472636,1.737769777,4.084588866,3.90944929
SERBP1,1.321029888,1.431585609,4.186552224,4.075140251
CCT2,3.317853377,2.387687027,4.704236505,4.543835888
MARCKSL1,1.152768701,1.923069822,1.831703596,1.589135447
CDC27,1.902016201,1.428817835,3.725734981,3.57539292
BUB3,2.740648262,2.954258451,4.203360472,4.275009726
UACA,1.482394926,1.322034362,4.021515645,3.563679199
CSNK1G2,1.778826056,2.388561449,3.743056633,3.519968184
MYBBP1A,1.404608882,1.716161913,4.683677996,4.310597189
DDX23,1.30428138,1.147426067,1.83813907,1.823126702
CTPS1,1.755849901,1.586618575,4.248126136,3.844020525
CCDC8,2.371311875,2.503459107,3.659803209,3.460217278
ATP6V0D1,1.232247673,2.910398812,3.566530337,3.622064907
CEBPZ,1.286313723,1.362391095,1.580443491,1.80522336
CCDC59,1.2065231,1.645672867,3.720215359,3.92530978
OBSL1,1.529904835,1.883219614,2.923042468,2.132854592
UTP14A,1.402278792,1.789095952,4.071102104,4.15930813
ERAL1,1.795386359,1.397495107,4.186740711,3.824950752
MCM2,1.584956463,2.072642134,1.503460083,1.156084608
HNRNPUL2,1.505314103,1.191836377,3.790295059,3.886387995
SND1,1.447741282,1.606845533,4.257889371,4.10447118
TARDBP,1.499564167,2.628700358,4.257817489,4.239818118
RAB8A,1.52085455,1.518042546,4.448501721,4.301979795
C11orf98,1.916239787,1.324274452,4.758100383,4.615889601
FARSB,1.875394325,1.947034218,3.30418872,2.791096098
HSPA4L,1.685643777,1.9788603,3.417132599,3.439217907
UPF3B,1.649058994,2.129251805,4.249482021,4.149178287
GNAZ,1.116820748,1.707209225,4.054807401,3.856778055
NGDN,1.408076156,1.600698766,3.560445882,3.032207397
RSPRY1,1.825386896,1.555600223,3.744494564,3.341415144
WASHC5,1.313591821,1.685838296,3.140845062,2.89736123
RANGAP1,1.670690408,1.404394619,4.152904093,4.092672776
ABCC10,1.439051168,1.489345772,1.554158486,1.747863912
ITCH,1.775814829,2.223214493,0.982579592,2.518615499
INCENP,1.543517199,1.687156323,3.792733127,3.747623923
AK6,2.043021219,1.9405068,4.201378647,3.460010652
IMMT,1.607259824,1.055238396,4.391621975,4.389257274
LRPPRC,1.770502909,2.421516869,4.450493412,4.217797926
EFR3B,0.736677757,1.088588656,3.311071716,2.030493576
TOP3B,1.493738745,1.654336628,4.03141877,3.80753495
C8orf33,1.884362078,1.646350558,3.773121764,3.919395056
TTC7B,1.369484365,0.726105991,3.549570916,3.161596136
PRPF6,1.626588684,1.979976494,1.448014426,1.733793279
NUFIP2,2.773982811,2.750288908,4.935990229,4.870578011
ITPR1,1.738620678,1.798055821,2.819959748,2.014959894
NOP53,1.976799444,1.72277844,4.209142074,3.728971896
UHRF1,1.346011486,1.287259238,2.792989396,1.591829025
UTP15,1.507801503,1.816189129,4.472697711,4.370500297
PAK1IP1,1.598521645,1.438123818,1.752990415,1.682021817
AP2M1,1.560634562,2.320140799,4.586156012,4.383039866
S100A9,1.880559179,1.445464701,1.693177761,1.835119653
TMPO,2.729096171,2.898231659,4.761979515,4.573163257
TSPYL1,1.959585411,1.586690441,3.80410585,3.520567729
SNX27,1.756676245,1.211157891,2.45968534,0.947605022
DHX33,1.63083154,1.46327242,1.665509966,2.869057942
CCT5,3.176002332,2.890999753,4.562150679,4.424379507
CCNL2,1.452020498,1.570854275,1.471914959,1.623513133
LRRFIP1,1.498219592,1.491427255,2.202531898,1.446273119
STAT3,1.559150945,1.633955244,3.179492229,3.003602857
UBAP2L,1.124434979,2.159789252,4.444255425,4.22541664
CAND1,1.478803052,1.931247474,3.419582774,3.425876803
LTF,1.637874558,1.426298827,2.043793291,1.51745089
BLM,1.242848495,1.756761274,3.458514013,2.770082217
MACF1,1.410312935,1.577025154,2.49272032,1.523728845
LIG3,1.774233185,1.715125821,3.866942122,3.78164291
EPB41,1.669648181,1.2854358,3.498378217,3.364663683
CACNA2D1,1.845563464,1.692990474,3.642243614,3.432787022
YAP1,2.070835407,1.384180735,3.518713581,1.585712123
LARP4,1.39310439,1.475277945,4.424638329,4.157253209
KPNA3,0.989320634,1.316207867,4.059224676,4.029609041
