Gene,logFC,logCPM,F,PValue,FDR
RCC1L,-0.571100141251713,5.86861863426017,40.4813906824585,2.84445673492427e-06,0.00020663450250956
SRSF4,0.430524569097797,8.36990911325771,40.4735203083203,2.84831527842438e-06,0.00020663450250956
DBI,0.599520250295583,7.18117563617619,40.2686981736327,2.95094247288329e-06,0.000213183986346456
TBC1D13,-0.635287362874686,5.35737489745729,40.0467068027082,3.0668071448688e-06,0.000218828456288728
PPIL4,0.523110940996955,6.40141371681196,40.0434068267132,3.06853794668528e-06,0.000218828456288728
BCL2L12,-0.705145955740353,5.77977475803402,40.0288598051507,3.07632043994512e-06,0.000218828456288728
AL035446.1,-1.0772285343127,1.76457678307684,40.018538231972,3.08411640110975e-06,0.000218828456288728
UNC93B1,-0.562028870330422,4.17435560852299,39.9977878299074,3.09305864012124e-06,0.000218828456288728
ALDH4A1,-0.538691835808199,4.36819098116553,39.9528276197322,3.1173431223679e-06,0.000218828456288728
SH3BGRL3,0.634863115503301,4.94779319686156,39.951883316397,3.1177922070559e-06,0.000218828456288728
THAP11,-0.752417426209153,5.13577009789473,39.8825649131943,3.15567666759343e-06,0.000220590742278009
PGS1,-0.525280703912125,4.95615424016695,39.766479029264,3.22022744715056e-06,0.000223285026260051
AL035461.2,1.17296072744365,1.08564687743574,39.738576054237,3.2400737055342e-06,0.000223285026260051
RNPEPL1,-0.640797642385253,4.69066257475103,39.7093502962287,3.25255120778134e-06,0.000223285026260051
PPP2R1A,-0.624078967749125,8.11697552761452,39.7056162196393,3.2546049887659e-06,0.000223285026260051
RBM25,0.580311984438383,8.09932700495706,39.6947111082033,3.2608147372637e-06,0.000223285026260051
ATG3,0.435532452547106,6.71280157494038,39.6624729856286,3.27924985297029e-06,0.000223285026260051
